id,username,class,level,hp,inventory
65,lcraw1s,Pirate,53,67,"[{'id': 1, 'item_name': 'Silver Sword', 'price': 251075, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Tin Arm', 'price': 162178, 'rarity': 3, 'type': 'Spell', 'atk': 121, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Lapis', 'price': 84065, 'rarity': 1, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Seed', 'price': 24560, 'rarity': 2, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 81}, {'id': 5, 'item_name': 'Vajra Sword', 'price': 186242, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
66,gjeffries1t,Spellcaster,43,165,"[{'id': 1, 'item_name': 'Lapis', 'price': 48815, 'rarity': 5, 'type': 'Sword', 'atk': 159, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Elixir', 'price': 166129, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Wooden Sword', 'price': 206591, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Silver Sword', 'price': 236583, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 111, 'hp_regen': 0}]"
67,tmallabone1u,Ninja,2,185,"[{'id': 1, 'item_name': '', 'price': 95366, 'rarity': 5, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 16}]"
68,nmillott1v,Paladin,71,245,"[{'id': 1, 'item_name': 'Mop', 'price': 101091, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Lapis', 'price': 119778, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 188}, {'id': 3, 'item_name': 'Potion', 'price': 76752, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Seed', 'price': 21914, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 146, 'hp_regen': 0}, {'id': 5, 'item_name': 'Demonic Blitz', 'price': 188468, 'rarity': 5, 'type': 'Spell', 'atk': 130, 'def': 0, 'hp_regen': 0}]"
69,edecristoforo1w,Priest,74,223,"[{'id': 1, 'item_name': 'Prismastone', 'price': 95358, 'rarity': 2, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Potion', 'price': 255430, 'rarity': 5, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Sun Stone', 'price': 126084, 'rarity': 5, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 49}, {'id': 4, 'item_name': 'Lapis', 'price': 59649, 'rarity': 2, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Inferno', 'price': 100752, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
70,cmilborn1x,Druid,57,111,"[{'id': 1, 'item_name': 'Sun Stone', 'price': 179443, 'rarity': 3, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
71,wlenoury1y,Viking,17,56,"[{'id': 1, 'item_name': 'Inferno', 'price': 42969, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
72,egiacomucci1z,Warlord,4,228,"[{'id': 1, 'item_name': 'Prismastone', 'price': 244108, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Rain of Revival', 'price': 218082, 'rarity': 3, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 178}, {'id': 3, 'item_name': 'Inferno', 'price': 138749, 'rarity': 4, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 241}, {'id': 4, 'item_name': 'Stone Arm', 'price': 45873, 'rarity': 4, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Prismastone', 'price': 176923, 'rarity': 1, 'type': 'Spell', 'atk': 203, 'def': 0, 'hp_regen': 0}]"
73,lbodicum20,Bard,22,220,"[{'id': 1, 'item_name': 'Elixir', 'price': 56379, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Rain of Revival', 'price': 117152, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
74,akennler21,Ranger,2,101,"[{'id': 1, 'item_name': 'Paralyzing of Rituals', 'price': 142979, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 106338, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Seed', 'price': 131779, 'rarity': 3, 'type': 'Sword', 'atk': 58, 'def': 0, 'hp_regen': 0}]"
75,vorred22,Warlord,37,255,"[{'id': 1, 'item_name': 'Elixir', 'price': 159935, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hi-Potion', 'price': 13667, 'rarity': 4, 'type': 'Sword', 'atk': 10, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Prismastone', 'price': 121371, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
76,ncherryman23,Ranger,64,186,"[{'id': 1, 'item_name': 'Wooden Sword', 'price': 105584, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
77,cmoyles24,Theif,4,246,[]
78,wcavanaugh25,Necromancer,15,250,"[{'id': 1, 'item_name': 'Extortion of Vulnerabilities', 'price': 77621, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Inferno', 'price': 74085, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 91}, {'id': 3, 'item_name': 'Vajra Sword', 'price': 239417, 'rarity': 5, 'type': 'Spell', 'atk': 95, 'def': 0, 'hp_regen': 0}]"
79,hclancey26,Theif,1,243,"[{'id': 1, 'item_name': 'Mage Barrage', 'price': 170191, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 96, 'hp_regen': 0}, {'id': 2, 'item_name': 'Vajra Sword', 'price': 235280, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Dinoblade', 'price': 98380, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
80,sfermor27,Warrior,58,183,"[{'id': 1, 'item_name': 'Wooden Sword', 'price': 245870, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Carnage of Pride', 'price': 15148, 'rarity': 1, 'type': 'Bow', 'atk': 236, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Lapis', 'price': 77553, 'rarity': 5, 'type': 'Spell', 'atk': 219, 'def': 0, 'hp_regen': 0}]"
81,rcoetzee28,Theif,51,34,"[{'id': 1, 'item_name': 'Elixir', 'price': 72356, 'rarity': 3, 'type': 'Cape', 'atk': 0, 'def': 137, 'hp_regen': 0}]"
82,uchazelle29,Bard,16,144,"[{'id': 1, 'item_name': 'Mop', 'price': 226564, 'rarity': 2, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 43}, {'id': 2, 'item_name': 'Mop', 'price': 18357, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mop', 'price': 140593, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Inferno', 'price': 110181, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 21}, {'id': 5, 'item_name': 'Dinoblade', 'price': 62354, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 157, 'hp_regen': 0}]"
83,dheel2a,Spellcaster,60,152,"[{'id': 1, 'item_name': 'Extinguish', 'price': 107887, 'rarity': 1, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Rain of Revival', 'price': 74767, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 67, 'hp_regen': 0}]"
84,eboram2b,Hero,7,121,[]
85,brheaume2c,Ranger,13,81,"[{'id': 1, 'item_name': 'Extinguish', 'price': 194726, 'rarity': 2, 'type': 'Shield', 'atk': 0, 'def': 197, 'hp_regen': 0}, {'id': 2, 'item_name': 'Silver Sword', 'price': 222897, 'rarity': 2, 'type': 'Shield', 'atk': 0, 'def': 166, 'hp_regen': 0}, {'id': 3, 'item_name': 'Elixir', 'price': 160719, 'rarity': 2, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
86,cwestall2d,Ninja,15,136,"[{'id': 1, 'item_name': 'Mop', 'price': 127316, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
87,pmadill2e,Paladin,27,101,[]
88,dandraud2f,Viking,45,167,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 128563, 'rarity': 1, 'type': 'Spell', 'atk': 253, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Energy Typhoon', 'price': 56892, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Dinoblade', 'price': 113763, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
89,mishchenko2g,Necromancer,79,130,"[{'id': 1, 'item_name': 'Mid-Potion', 'price': 63429, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Stone Arm', 'price': 122504, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 252, 'hp_regen': 0}, {'id': 3, 'item_name': '', 'price': 185862, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 67, 'hp_regen': 0}, {'id': 4, 'item_name': 'Demonic Blitz', 'price': 105338, 'rarity': 5, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 189}, {'id': 5, 'item_name': 'Seed', 'price': 79524, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
90,cbealing2h,Viking,15,219,"[{'id': 1, 'item_name': 'Extortion of Vulnerabilities', 'price': 218221, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mage Barrage', 'price': 53794, 'rarity': 2, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Hi-Potion', 'price': 203413, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 33, 'hp_regen': 0}, {'id': 4, 'item_name': 'Mage Barrage', 'price': 170952, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Seed', 'price': 87360, 'rarity': 2, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
91,egrendon2i,Wizard,45,48,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 207344, 'rarity': 2, 'type': 'Cape', 'atk': 0, 'def': 255, 'hp_regen': 0}, {'id': 2, 'item_name': 'Barrier Sphere', 'price': 52780, 'rarity': 4, 'type': 'Bow', 'atk': 57, 'def': 0, 'hp_regen': 0}]"
92,dclaybourne2j,Paladin,47,155,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 192659, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
93,esterley2k,Warlord,28,85,"[{'id': 1, 'item_name': 'Dreamseeker', 'price': 55080, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mage Barrage', 'price': 189176, 'rarity': 4, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Vajra Sword', 'price': 148142, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
94,hcartmell2l,Priest,5,224,"[{'id': 1, 'item_name': 'Prismastone', 'price': 95345, 'rarity': 5, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 50}, {'id': 2, 'item_name': 'Elixir', 'price': 12423, 'rarity': 3, 'type': 'Bow', 'atk': 204, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Lapis', 'price': 232316, 'rarity': 5, 'type': 'Sword', 'atk': 102, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Vajra Sword', 'price': 228765, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 228}, {'id': 5, 'item_name': 'Dinoblade', 'price': 80598, 'rarity': 1, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
95,gbernardo2m,Ranger,53,84,[]
96,jreeveley2n,Ranger,12,185,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 35128, 'rarity': 5, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 191}, {'id': 2, 'item_name': '', 'price': 139273, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Wooden Sword', 'price': 69083, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 228, 'hp_regen': 0}, {'id': 4, 'item_name': 'Vajra Sword', 'price': 190171, 'rarity': 5, 'type': 'Spell', 'atk': 48, 'def': 0, 'hp_regen': 0}]"
97,gleabeater2o,Necromancer,26,193,"[{'id': 1, 'item_name': 'Potion', 'price': 206971, 'rarity': 1, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
98,mlangsdon2p,Theif,1,31,"[{'id': 1, 'item_name': 'Tin Arm', 'price': 227374, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 256, 'hp_regen': 0}, {'id': 2, 'item_name': 'Seed', 'price': 231438, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Energy Typhoon', 'price': 199737, 'rarity': 1, 'type': 'Bow', 'atk': 166, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Mop', 'price': 77272, 'rarity': 2, 'type': 'Sword', 'atk': 87, 'def': 0, 'hp_regen': 0}]"
99,sunstead2q,Priest,63,47,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 101350, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
100,lrandals2r,Hero,30,165,"[{'id': 1, 'item_name': 'Seed', 'price': 132206, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Vajra Sword', 'price': 60515, 'rarity': 3, 'type': 'Spell', 'atk': 214, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Potion', 'price': 225718, 'rarity': 1, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Vajra Sword', 'price': 180964, 'rarity': 1, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Mop', 'price': 250883, 'rarity': 2, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
101,nlorant2s,Paladin,75,140,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 172606, 'rarity': 3, 'type': 'Bow', 'atk': 84, 'def': 0, 'hp_regen': 0}]"
102,fhartropp2t,Wizard,67,18,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 126346, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hi-Potion', 'price': 137448, 'rarity': 4, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Demonic Blitz', 'price': 23623, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
103,bcridlin2u,Warlord,44,120,[]
104,cmerrick2v,Bard,26,13,[]
105,cbrind2w,Warlord,52,233,"[{'id': 1, 'item_name': 'Inferno', 'price': 5458, 'rarity': 2, 'type': 'Spell', 'atk': 215, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mage Barrage', 'price': 194396, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Slasher', 'price': 183978, 'rarity': 4, 'type': 'Spell', 'atk': 150, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Silver Sword', 'price': 58566, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 252, 'hp_regen': 0}]"
106,vleuchars2x,Theif,32,251,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 125231, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 98}, {'id': 2, 'item_name': 'Wooden Sword', 'price': 204455, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 34}, {'id': 3, 'item_name': 'Demonic Blitz', 'price': 65899, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Prismastone', 'price': 2670, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Vajra Sword', 'price': 160957, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 83, 'hp_regen': 0}]"
107,tleneham2y,Priest,18,153,"[{'id': 1, 'item_name': 'Prismastone', 'price': 79335, 'rarity': 1, 'type': 'Bow', 'atk': 91, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Slasher', 'price': 146489, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
108,epatience2z,Hero,8,177,"[{'id': 1, 'item_name': 'Lapis', 'price': 98421, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hymn of Water', 'price': 122351, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Prismastone', 'price': 159450, 'rarity': 1, 'type': 'Bow', 'atk': 49, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Rain of Revival', 'price': 93352, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
109,ngreenig30,Warlord,50,253,"[{'id': 1, 'item_name': 'Elixir', 'price': 9517, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 253, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 131219, 'rarity': 2, 'type': 'Bow', 'atk': 121, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mid-Potion', 'price': 27583, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Elixir', 'price': 101969, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 81, 'hp_regen': 0}]"
110,fmatieu31,Spellcaster,49,71,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 175231, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Sun Stone', 'price': 75248, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Hymn of Water', 'price': 109155, 'rarity': 2, 'type': 'Sword', 'atk': 40, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Wooden Sword', 'price': 209455, 'rarity': 4, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
111,wbaulch32,Pirate,37,215,"[{'id': 1, 'item_name': 'Potion', 'price': 74078, 'rarity': 2, 'type': 'Sword', 'atk': 35, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Rain of Revival', 'price': 185930, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Carnage of Pride', 'price': 147782, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 15, 'hp_regen': 0}, {'id': 4, 'item_name': 'Extortion of Vulnerabilities', 'price': 165782, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
112,mraysdale33,Druid,62,176,"[{'id': 1, 'item_name': '', 'price': 152977, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Inferno', 'price': 26874, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
113,srozalski34,Spellcaster,7,95,"[{'id': 1, 'item_name': 'Seed', 'price': 168009, 'rarity': 1, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Energy Typhoon', 'price': 214772, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Carnage of Pride', 'price': 245154, 'rarity': 1, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
114,ssturch35,Blade Dancer,75,159,"[{'id': 1, 'item_name': 'Carnage of Pride', 'price': 250073, 'rarity': 4, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 243}]"
115,grainbow36,Paladin,23,82,[]
116,fhazelton37,Viking,32,23,"[{'id': 1, 'item_name': 'Carnage of Pride', 'price': 13617, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 40}, {'id': 2, 'item_name': 'Vajra Sword', 'price': 56426, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Paralyzing of Rituals', 'price': 130368, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
117,sshelper38,Wizard,39,44,"[{'id': 1, 'item_name': 'Dreamseeker', 'price': 84589, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extortion of Vulnerabilities', 'price': 177951, 'rarity': 3, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Lapis', 'price': 145674, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Extinguish', 'price': 219576, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
118,jbroschke39,Necromancer,56,58,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 187238, 'rarity': 2, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extinguish', 'price': 32350, 'rarity': 1, 'type': 'Bow', 'atk': 256, 'def': 0, 'hp_regen': 0}]"
119,dferrillo3a,Ranger,38,195,"[{'id': 1, 'item_name': 'Lapis', 'price': 136260, 'rarity': 5, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 14}, {'id': 2, 'item_name': 'Hymn of Water', 'price': 127367, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 151}, {'id': 3, 'item_name': 'Sun Stone', 'price': 224551, 'rarity': 3, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
120,jscad3b,Ranger,65,226,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 238255, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 235, 'hp_regen': 0}, {'id': 2, 'item_name': 'Tin Arm', 'price': 93736, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Dreamseeker', 'price': 62798, 'rarity': 4, 'type': 'Sword', 'atk': 137, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Prismastone', 'price': 187646, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 52}, {'id': 5, 'item_name': 'Inferno', 'price': 238150, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
121,kgarm3c,Bard,75,239,"[{'id': 1, 'item_name': 'Dinoblade', 'price': 160119, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 93}, {'id': 2, 'item_name': 'Vajra Sword', 'price': 55506, 'rarity': 4, 'type': 'Spell', 'atk': 209, 'def': 0, 'hp_regen': 0}]"
122,eflecknell3d,Pirate,21,15,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 150649, 'rarity': 3, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 160}]"
123,ahallgath3e,Viking,53,220,"[{'id': 1, 'item_name': 'Mop', 'price': 144310, 'rarity': 3, 'type': 'Spell', 'atk': 209, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extortion of Vulnerabilities', 'price': 189822, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 87, 'hp_regen': 0}]"
124,rgrevatt3f,Warrior,52,162,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 155273, 'rarity': 3, 'type': 'Bow', 'atk': 225, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mage Barrage', 'price': 221412, 'rarity': 4, 'type': 'Bow', 'atk': 116, 'def': 0, 'hp_regen': 0}]"
125,asummerfield3g,Viking,35,235,[]
126,rnormanton3h,Wizard,1,113,"[{'id': 1, 'item_name': 'Seed', 'price': 86983, 'rarity': 2, 'type': 'Sword', 'atk': 227, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Carnage of Pride', 'price': 99999, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Lapis', 'price': 82109, 'rarity': 1, 'type': 'Spell', 'atk': 189, 'def': 0, 'hp_regen': 0}]"
127,hfaltskog3i,Spellcaster,65,92,"[{'id': 1, 'item_name': 'Slasher', 'price': 52758, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 135, 'hp_regen': 0}, {'id': 2, 'item_name': 'Stone Arm', 'price': 200304, 'rarity': 3, 'type': 'Sword', 'atk': 122, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Extortion of Vulnerabilities', 'price': 20289, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 94, 'hp_regen': 0}]"
